Hash,Message,Parent Hashes,Is Merge Commit?,Modified Files
cd0d6f3c039b928475172fc9e33c762ec7e03e65,"Fixes to support subscriptions with other VMs (#105)

* Update scripts to handle cases where you have other VMs in your sub

* Support subs with other VMs and fix for PDSH permission error

* Minor fix to support subs with other VMs",['5897091eb94fdd7a6885dfa5eb58c13083136b03'],False,"['azure_ssh.sh', 'setup_docker.sh', 'setup_vms.sh']"
6efee45c4d6aec415e7155459c19147d2fe3ffdd,"Option to keep VM without incuring charges with shutdown command (#106)

* Update scripts to handle cases where you have other VMs in your sub

* Support subs with other VMs and fix for PDSH permission error

* Minor fix to support subs with other VMs

* Added shutdown with or without delete VM option

In Azure deallocate is like machine shutdown (and prevents billing). You can restart deallocated VM. To fully drop the VM delete is used. This command with ""-d"" option will fully delete the VM. Without any argument it justs deallocates / shutd down the VM.",['cd0d6f3c039b928475172fc9e33c762ec7e03e65'],False,['shutdown_vms.sh']
5aa58b3878789332856af9107bef5768dd3e1c9c,"Init distributed torch only if needed (#108)

* add auto-detect to torch dist init

* update tests to infer distributed init status

* prevent crash if dist_init_required is True but already initiliazed

* only init if safe to do so (forgot to add this file in prev commit)",['6efee45c4d6aec415e7155459c19147d2fe3ffdd'],False,"['__init__.py', 'deepspeed_light.py', 'test_config.py', 'test_fp16.py']"
ccec2463ee491313fc89a5c5c1ab6431432dfa47,add some csr addition unit tests (#110),['5aa58b3878789332856af9107bef5768dd3e1c9c'],False,['test_csr.py']
40885599abec1258b486815a8b8289e9b20d9fea,Fix typo (#123),['7dbeba308ee54d4737743abf8bf6fe47cb6b5229'],False,['features.md']
1c0b326e772e20082772fdcd10e3f95ed481d555,"Make lr schedulers support fp16 optimizers (#124)

* add tests cases for onecycle policy with fp16/zero

* Make lr schedulers support fp16 optimizers

* Fix formatting

* More specific naming

Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['27d8385148ac86acfb9c85643e7a995e797b1d5c'],False,"['deepspeed_lr_schedules.py', 'test_fp16.py']"
936117b589e848318c44deb3ce128659afde6580,"Enhancement: Ability to load checkpoint without loading the optimizer… (#128)

* Enhancement: Ability to load checkpoint without loading the optimizer states. Unittest testing saving and loading checkpoint with fused, unfused and zero optimizer. The unitest takes about 165s",['1c0b326e772e20082772fdcd10e3f95ed481d555'],False,"['deepspeed_light.py', 'deepspeed_zero_optimizer.py', 'fp16_optimizer.py', 'fp16_unfused_optimizer.py', 'run_checkpoint_test.py', 'test_checkpointing.py']"
5042dc0085537db79aaf4e175e86d5f5bf5ae4d8,drafting Jekyll webpage (#143),['d6bc44bfad4b92acde4193321d1cc9601da55030'],False,"['.gitignore', '404.html', 'CNAME', 'Gemfile', 'Gemfile.lock', '_config.yml', 'navigation.yml', 'tutorials-landing.md', '2020-02-13-release.md', '2020-02-13-turing-nlg.md', '2020-03-17-reduce-scatter.md', '2020-03-17-zero-stage2.md', 'cifar-10.md', 'getting-started.md', 'DeepSpeed-vs-Megatron.png', 'azure.md', 'index.html', 'Makefile', 'build-api-docs.sh', 'requirements.local.txt', 'requirements.readthedocs.txt', 'conf.py', 'deepspeed.pt.rst', 'deepspeed.rst', 'index.rst', 'modules.rst', 'config_json.md', 'features.md', '1cycle_lr.png', 'loss_and_lr.png', 'lr_schedule.png', 'megatron-gpt2-perf-test.png', 'model_convergence.png', 'index.md', '1Cycle.md', 'MegatronGPT2Tutorial.md', 'lrrt.md']"
b84a1fa410934353db1a68055f224be353c99989,Web edits (#147),['4d735946b8f256bc80ba13e3530f85c91d041ff4'],False,"['README.md', 'README.md', '_config.yml', 'navigation.yml', 'config_json.md', 'features.md', '1Cycle.md', 'azure.md', 'getting-started.md', 'lrrt.md', 'megatron.md', 'main.scss', '1cycle_lr.png', 'loss_and_lr.png', 'lr_schedule.png', 'megatron-gpt2-perf-test.png', 'model_convergence.png', 'contributing.md', 'index.md']"
29855c2716a99fbb79e0b73dca9c18b650bd8107,"Fix permalinks (#149)

* fix docs permalink

* fix docs permalink",['b84a1fa410934353db1a68055f224be353c99989'],False,"['README.md', '_config.yml', 'config_json.md']"
a76572dc7cc7030b6208cf1dc3e2f6e501d460c8,Adding static loss scaling for ZeRO. (#166),['012d91df67a9ddd66df847c7608481af027cace9'],False,"['.gitignore', 'deepspeed_zero_optimizer.py', 'test_fp16.py']"
20557f70954f06cbbf8d9fdb1910b63c6af4eb77,Fix ThroughputTimer with hybrid parallelism. (#171),['a76572dc7cc7030b6208cf1dc3e2f6e501d460c8'],False,['deepspeed_light.py']
43f27332c2b36e32d61ad12f8caa716c7966d781,"Add ""zero_allow_untested_optimizer"" option in conf file (#173)

* added zero_allow_untested_optimizer flag helpers

* add zero_allow_untested_optimizer config constants

* zero_allow_untested_optimizer logic with assertion

* Added unit test and CustomOptimizer helper class",['20557f70954f06cbbf8d9fdb1910b63c6af4eb77'],False,"['deepspeed_config.py', 'deepspeed_constants.py', 'deepspeed_light.py', 'simple_model.py', 'test_fp16.py']"
53c73fe3e216bb6d2232b613bbf7bf0479246f6e,"Support multi-output models (#170)

* Push to remote

* Correctly handle multi output models by doing loss scaling in backward()
Unit tests for multi output models

* Fix formatting issues

* Formatting issues fix

* Fix formatting

* Update DeepSpeedExamples submodule
Enable Megatron model tests",['43f27332c2b36e32d61ad12f8caa716c7966d781'],False,"['DeepSpeedExamples', 'deepspeed_light.py', 'run_sanity_check.py', 'multi_output_model.py', 'test_multi_output_model.py']"
90017d3a31beee0ef5421ac08edcd0fa441eea11,AllReduce bucket fix. (#186),['4cbfcc75f7d0b710ab76b0c81f9ea9fa4ffba063'],False,['deepspeed_light.py']
bf4797c2c5694828911dc39d39576b7c4188845c,"Fix  perf bug (#194)

Co-authored-by: Shaden Smith <Shaden.Smith@microsoft.com>",['b7f5cb78c60d6a5792a2018976d0533d9d65cfb2'],False,['deepspeed_zero_optimizer.py']
c014a55b2d759428ec57e8b39976f36b20ef2401,Fixes missing newline in code example (#201),['dd166ee6b619a04e6a5a83b91a8cb279339d9d41'],False,['bert-pretraining.md']
512a0d4de186552764fcb49a6f7b6b362b7496c1,Fix index out of range error when parameter count is not multiple of ranks (#202),['c014a55b2d759428ec57e8b39976f36b20ef2401'],False,"['deepspeed_zero_optimizer.py', 'test_fp16.py']"
6cb332f1b1ea786b5d83ebf9c66cb1f85d1245f6,"CSR+FP32 fix (#206)

1) CSR parameter names should end with .weight. 
2) When using basic optimizer directly, DeepSpeed should handle zero_grad. Letting the basic optimizer do the zero_grad resulted in residual gradients in the embedding layer due to unknown reasons.",['a0cd61e8577307529cd1e0cb92741c13ababde2b'],False,['deepspeed_light.py']
a90a32d79d4209d280540bf61a418b0e2e1288a2,Bug fix for sparse grads (#208),['3ce531c9798613e1265e7c64482a28f7b1a17c4d'],False,['deepspeed_light.py']
7dc209c661b05bc7b08fd554236237d2b4bdbea1,"add basic post-install test (#209)

* add basic post-install test",['a90a32d79d4209d280540bf61a418b0e2e1288a2'],False,"['basic_install_test.py', 'install.sh']"
b2c87edfb6b56e68e022cfb607c1073895d34318,Fix global_steps checkpoint loading. (#139),['4f42bbb0e8d88e9b992b9c84ea7852b7925149ba'],False,"['README.md', 'deepspeed_light.py', 'test_checkpointing.py']"
0be026e38b27fe6fbd8b57a9ce51027dea470f59,"Support dynamic loss scale args in fp16 optimizers (#212)

* Support dynamic loss scale args in fp16 optimizers

* Update names",['b2c87edfb6b56e68e022cfb607c1073895d34318'],False,"['deepspeed_config.py', 'fp16_optimizer.py', 'fp16_unfused_optimizer.py', 'loss_scaler.py', 'test_dynamic_loss_scale.py']"
c61e23b4b108df2af0dda7939ee59d4ae9090415,"adding BingSqaud e2e test (#214)

* adding BingSqaud e2e test

* updating the draft test; bring final step under try section

* finalizinf test for base deepspeed and deepspeed with ZeRO

* applying the comment (thanks Jeff); fixed formatting",['ccaa9901c9a0e118eb105e8affbafb141b2ba1f3'],False,['test_e2e_squad.py']
f2ac7eafd54c49acb8981650637dedd939e96c14,"ZeRO-2 (#217)

Updates for ZeRO stage 2 + ZeRO stage 1 w. RS

Co-authored-by: Tunji Ruwase <olruwase@microsoft.com>
Co-authored-by: Samyam Rajbhandari <samyamr@microsoft.com>
Co-authored-by: Shaden Smith <ShadenTSmith@gmail.com>
Co-authored-by: Elton Zheng <eltonz@microsoft.com>
Co-authored-by: Shaden Smith <Shaden.Smith@microsoft.com>
Co-authored-by: yuxionghe <yuxhe@microsoft.com>
Co-authored-by: Arash Ashari <arashari@microsoft.com>",['c61e23b4b108df2af0dda7939ee59d4ae9090415'],False,"['.gitignore', 'DeepSpeedExamples', 'README.md', 'azure-pipelines.yml', '__init__.py', 'deepspeed_checkpointing.py', 'deepspeed_checkpointing_config.py', 'deepspeed_config.py', 'deepspeed_config_utils.py', 'deepspeed_constants.py', 'deepspeed_light.py', 'deepspeed_timer.py', 'deepspeed_utils.py', 'deepspeed_zero_config.py', 'deepspeed_zero_optimizer.py', 'zero_optimizer_stage1.py', 'zero_utils.py', '_config.yml', 'navigation.yml', 'news-home.html', 'config-json.md', 'features.md', '2020-03-17-zero-stage2.md', '2020-05-19-bert-record.md', '2020-05-19-zero-stage2.md', 'getting-started.md', 'megatron.md', 'DeepSpeed-vs-Megatron.png', 'deepspeed-speedup.png', 'deepspeed-throughput-seq512.png', 'zero-full.png', 'requirements.local.txt', 'requirements.readthedocs.txt', 'activation-checkpointing.rst', 'checkpointing.rst', 'conf.py', 'index.rst', 'initialize.rst', 'model-checkpointing.rst', 'training.rst', 'index.md', 'BingBertSquad_run_func_test.py', 'deepspeed_bsz24_fp16_config.json', 'deepspeed_bsz24_fp16_zero2_config.json', 'deepspeed_bsz24_fp32_config.json', 'run_BingBertSquad_sanity.sh', 'ds_config_func_bs4_zero1.json', 'ds_config_func_bs4_zero2.json', 'ds_config_func_bs8_no_zero.json', 'ds_config_func_bs8_zero1.json', 'ds_config_func_bs8_zero2.json', 'ds_config_func_scheduler.json', 'ds_config_perf_bs16.json', 'ds_config_perf_bs32.json', 'ds_config_perf_bs8.json', 'ds_gpt2_test.sh', 'run_checkpoint_test.py', 'run_func_test.py', 'run_sanity_check.py', 'test_model.py', 'common.py', 'test_checkpointing.py', 'test_ds_config.py', 'test_fp16.py', 'test_multi_output_model.py']"
53ac7947028ab7167ec3ff56e3eaf98b63f973a4,reduce size of megatron tests (#223),['8a18e73e18cb6bb846b5d5a11e9a7ff91caedda8'],False,"['ds_config_func_bs4_zero2.json', 'ds_config_func_bs8_zero2.json', 'ds_gpt2_test.sh', 'run_checkpoint_test.py', 'run_func_test.py', 'run_sanity_check.py']"
e62afbc8c88a3f2b0c72755502169ddd4cdd107d,Tense fix (#225),['00183ed58d2344255622bffdee473836e0f80e16'],False,['bert-pretraining.md']
b466e84e9fb9172a7677ed4ba1c70865d2a8f222,fix redundant (#228),['e62afbc8c88a3f2b0c72755502169ddd4cdd107d'],False,['features.md']
abe2204ddd1d5f60cd3303ead4df22deb5303a5b,"Support fp32 grad clipping and fix max_grad_norm confusion (#232)

* updates to support fp32 grad clipping and disable max_grad_norm",['6a9d57f6cc7a95952ea7b396c75630c0265931e2'],False,"['deepspeed_config.py', 'deepspeed_constants.py', 'deepspeed_light.py', 'ds_config_func_bs4_zero1.json', 'ds_config_func_bs4_zero2.json', 'ds_config_func_bs8_no_zero.json', 'ds_config_func_bs8_zero1.json', 'ds_config_func_bs8_zero2.json', 'ds_config_func_scheduler.json', 'ds_config_perf_bs16.json', 'ds_config_perf_bs32.json', 'ds_config_perf_bs8.json', 'ds_batch_config.json', 'test_checkpointing.py', 'test_fp16.py']"
d24d3de901fa8b110923f1ee9c2ccf0efd56d31f,"Samyamr/cpu memory bloat fix zero (#233)

* Fix for CPU memory Bloating Issue caused by pyorch backward graph creation in allgather. Fixed by calling detach on tensors before calling all_gather

* Fix for CPU memory Bloating Issue caused by pyorch backward graph creation in allgather. Fixed by calling detach on tensors before calling all_gather

* Fix for CPU memory Bloating Issue caused by pyorch backward graph creation in allgather. Fixed by calling detach on tensors before calling all_gather",['abe2204ddd1d5f60cd3303ead4df22deb5303a5b'],False,"['deepspeed_zero_optimizer.py', 'zero_optimizer_stage1.py']"
b652395e5e0584a32123b49adcd8a758fb7e9aab,"fix: typo (#238)

* fix: typo in code docs

* more pythonic code",['6fe0edb80494577d6c21e5b5014faeab1a0d2e47'],False,"['deepspeed_checkpointing.py', 'deepspeed_config_utils.py']"
734d8991c845664c5138a9f69704fd058a51b3c1,"Transformer kernel release (#242)

* Transformer kernels release

Co-authored-by: Shaden Smith <ShadenTSmith@gmail.com>
Co-authored-by: Elton Zheng <eltonz@microsoft.com>
Co-authored-by: Reza Yazdani <reyazda@microsoft.com>
Co-authored-by: RezaYazdaniAminabadi <44502768+RezaYazdaniAminabadi@users.noreply.github.com>
Co-authored-by: Tunji Ruwase <olruwase@microsoft.com>
Co-authored-by: Shaden Smith <ShadenTSmith@gmail.com>
Co-authored-by: Shaden Smith <Shaden.Smith@microsoft.com>
Co-authored-by: Samyam Rajbhandari <samyamr@microsoft.com>
Co-authored-by: Shaden Smith <ShadenTSmith@gmail.com>
Co-authored-by: Jeff Rasley <jerasley@microsoft.com>
Co-authored-by: Samyam Rajbhandari <samyamr@microsoft.com>
Co-authored-by: Shaden Smith <ShadenTSmith@gmail.com>
Co-authored-by: Elton Zheng <eltonz@microsoft.com>
Co-authored-by: Reza Yazdani <reyazda@microsoft.com>
Co-authored-by: RezaYazdaniAminabadi <44502768+RezaYazdaniAminabadi@users.noreply.github.com>
Co-authored-by: Tunji Ruwase <olruwase@microsoft.com>
Co-authored-by: Shaden Smith <Shaden.Smith@microsoft.com>
Co-authored-by: Samyam Rajbhandari <samyamr@microsoft.com>",['b652395e5e0584a32123b49adcd8a758fb7e9aab'],False,"['.clang-format', '.pre-commit-config.yaml', 'DeepSpeedExamples', 'basic_install_test.py', 'fused_lamb_cuda.cpp', 'fused_lamb_cuda_kernel.cu', 'StopWatch.h', 'Timer.h', 'context.h', 'cublas_wrappers.h', 'custom_cuda_layers.h', 'dropout.h', 'ds_transformer_cuda.h', 'feed_forward.h', 'gelu.h', 'gemm_test.h', 'general_kernels.h', 'normalize_layer.h', 'softmax.h', 'strided_batch_gemm.h', 'type_shim.h', 'fused_lamb_cuda.cpp', 'fused_lamb_cuda_kernel.cu', 'cublas_wrappers.cu', 'dropout_kernels.cu', 'ds_transformer_cuda.cpp', 'gelu_kernels.cu', 'general_kernels.cu', 'normalize_kernels.cu', 'softmax_kernels.cu', 'transform_kernels.cu', 'type_shim.h', '__init__.py', 'deepspeed_cuda.py', 'deepspeed_fused_lamb.py', 'deepspeed_run.py', '2020-05-19-bert-record.md', '2020-05-28-fastest-bert-training.md', 'bert-finetuning.md', 'bert-pretraining.md', 'transformer_kernel.md', 'end-to-end-bert-training.PNG', 'layernorm_animation.gif', 'layernorm_deepspeed.gif', 'layernorm_ds.png', 'layernorm_pytorch.gif', 'layernorm_torch.png', 'qkv_fusion.png', 'single-gpu-throughput.png', 'softmax_animation.gif', 'softmax_deepspeed.gif', 'softmax_ds.png', 'softmax_pytorch.gif', 'softmax_torch.png', 'transformer_kernel_perf.png', 'transformer_kernel_perf_seq128.PNG', 'transformer_kernel_perf_seq512.PNG', 'transformer_preln_arch.png', 'checkpointing.rst', 'conf.py', 'index.rst', 'kernel.rst', 'requirements.txt', 'setup.py', 'modeling.py', 'modelingpreln.py', 'test_cuda_backward.py', 'test_cuda_forward.py']"
c7d0b0ca83c39ee300d4b3a6501b4229d57286df,Image links (#243),['6622de165dcfffb5a1993c2313f3e7e053122b4a'],False,"['2020-05-19-bert-record.md', '2020-05-28-fastest-bert-training.md', 'megatron.md']"
0c77f878b67069baf3c5a066b32778c10a38db84,center images (#244),['c7d0b0ca83c39ee300d4b3a6501b4229d57286df'],False,['2020-05-28-fastest-bert-training.md']
bbd8cd7d703a1333849712f33ed2acd8e75be040,update tests,['e04e401613bf13a235453d1f9ab06ef8bf4cf7fe'],False,['test_cuda_backward.py']
e1ad8803eb802bf9cc74ddb54b411d720f5ea6b4,"Add log util (#230)

* Add log util

* replace all occurrences of print and logging

* address format

* disable propagate to avoid duplicate log",['2a1c5db1b01792b1d3ca54f23998a717240ba390'],False,"['__init__.py', 'deepspeed_checkpointing.py', 'deepspeed_config.py', 'deepspeed_launch.py', 'deepspeed_light.py', 'deepspeed_lr_schedules.py', 'deepspeed_run.py', 'deepspeed_timer.py', 'deepspeed_utils.py', 'deepspeed_zero_config.py', 'deepspeed_zero_optimizer.py', 'fp16_optimizer.py', 'fp16_unfused_optimizer.py', 'log_utils.py', 'zero_optimizer_stage1.py', 'zero_utils.py']"
2312f04b0ceb07d81a16d0fc81f327a04beea57d,"Support migration to FP16 optimizer  (#249)

* Debugging

* Fix step() bug; Make step timing optional

* Remove unnecessary changes

* Format fixes

* Replace list with scalar variable

* Remove redundant code

* Fix typo",['f73d717cf95946fa3c21b7d06ac65b654896bb4e'],False,"['deepspeed_light.py', 'fp16_optimizer.py']"
fc1de4ffd28b5975700cf87efb36b699d15c5a0a,fix transformer kernel preln config (#257),['2312f04b0ceb07d81a16d0fc81f327a04beea57d'],False,['deepspeed_cuda.py']
6e87251cd3f36019487583ef1d76fa5fd4dff3ee,"add the fine-tuning results (#260)

* add the fine-tuning results

* updating tutorial and blog-post

* updated the tutorials and links",['96c4daabc162c3c05fe602152ee2ab2d780c0e23'],False,"['2020-05-28-fastest-bert-training.md', 'bert-finetuning.md']"
224494bdea41f9f044b8107ac25f2d2725e32f9f,"Update deepspeed_utils.py (#270)

* Removing handle_overflow debugging code in deepspeed_utils.py

* Removing handle_overflow debugging code in deepspeed_zero_optimizer.py

Removing unnecessary overflow handle code. Not sure why it was there in the first place.",['02c392f0ea00fbf3852d5ac2df11fa9a60ac8a97'],False,"['deepspeed_utils.py', 'deepspeed_zero_optimizer.py']"
88c319aad68fae3193f7b951807a968dc1df0e3d,"Handle parameter groups smaller than DP (#273)

* Load non-DeepSpeed checkpoints into ZeRO optimizer

* Handle parameters smaller than DP

* Formatting fixes",['664fa30cecf9071ef499860808d9fe7eb1c613ca'],False,"['deepspeed_light.py', 'deepspeed_zero_optimizer.py', 'fp16_optimizer.py', 'zero_optimizer_stage1.py', 'test_fp16.py']"
6379292c62285ddcdfcfc14a35048cf4fe1b0d85,"Improving deepspeed.ai website (#269)

* syntax/typo fix

* add README for documentation

* fix links

* update navigation

* typo fix

* docs readme fix",['88c319aad68fae3193f7b951807a968dc1df0e3d'],False,"['README.md', '_config.yml', 'navigation.yml', 'features.md', 'azure.md', 'bert-pretraining.md', 'cifar-10.md', 'contributing.md']"
4a3234e0ab3a6b0039741d7ea2fe0c1b82584763,"ZeRO-2: Handle gradients of empty partitions (#275)

* Load non-DeepSpeed checkpoints into ZeRO optimizer

* Handle parameters smaller than DP

* Formatting fixes

* Handle empty partitions

* Fix perf bug

Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['97787881ee2af488f3f92c6889430a96a466a86c'],False,"['deepspeed_zero_optimizer.py', 'test_fp16.py']"
f545312416e8bdd6c0a7d19e644fd49846a54b6a,"Support amp deepspeed backend (#286)

* add amp support for deepspeed (non-ZeRO)
* tests for amp mode",['4a3234e0ab3a6b0039741d7ea2fe0c1b82584763'],False,"['deepspeed_config.py', 'deepspeed_constants.py', 'deepspeed_light.py', 'test_fp16.py']"
7ccc9daf9ec909b71c7261f8e77876774b1633af,"Support loading and saving ZeRO checkpoints with changing DP degree (#240)

* Support saving and loading ZeRO checkpoints on different data
parallelism degree.

* Fix formatting

* Support checkpoint with varying GPU count in ZeRO stage 1

* Fix formatting

* Formatting fixes

* Update model tests

* Remove pprint

* Minor fix

* Fix formatting

* Update model tests

Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['366d88164d6f7bb998dcc789924acecc30aa48e2'],False,"['deepspeed_light.py', 'deepspeed_zero_config.py', 'deepspeed_zero_optimizer.py', 'zero_optimizer_stage1.py', 'run_checkpoint_test.py']"
607814feb9b44977b83812dc38ee952c8ae61f84,Fix bug in fp32 optimizer state loading (#289),['7ccc9daf9ec909b71c7261f8e77876774b1633af'],False,"['deepspeed_light.py', 'simple_model.py', 'test_checkpointing.py']"
376818ef9df2d9d8932beb7adde10f89b3653570,"Empty grad fix (#291)

* empty grad fix
* add unit tests for empty grad",['607814feb9b44977b83812dc38ee952c8ae61f84'],False,"['deepspeed_light.py', 'simple_model.py', 'test_fp16.py']"
